n_task	metric	cos_err	iteration	roi	n_parcel
6	variance	[0.848450243473053, 0.7313309907913208, 0.8101511001586914, 0.7575528621673584, 0.8485784530639648, 0.7542186975479126, 0.6639896035194397, 0.7273483872413635, 0.8955567479133606, 0.7842961549758911, 0.6838480234146118, 0.8027954697608948, 0.6898533701896667, 0.8660674095153809, 0.868419885635376, 0.6466357111930847, 0.8198985457420349, 0.7826257348060608, 0.7771931290626526, 0.7464406490325928, 0.7715420722961426, 0.8232700228691101, 0.8043501973152161, 0.7903360724449158]	38	all	24
6	variance_mc	[0.8119066953659058, 0.7470120191574097, 0.8806416988372803, 0.675060510635376, 0.7790789008140564, 0.7326186299324036, 0.5711517333984375, 0.717756986618042, 0.8522564172744751, 0.7657360434532166, 0.5867437124252319, 0.7420739531517029, 0.6604539752006531, 0.8099058866500854, 0.8895244002342224, 0.6374227404594421, 0.8664947152137756, 0.7491495609283447, 0.7160497307777405, 0.6890907287597656, 0.7904400825500488, 0.792100191116333, 0.8667408227920532, 0.8387758731842041]	38	all	24
6	log_det_mc	[0.8340253829956055, 0.7449331879615784, 0.8552964925765991, 0.6666765213012695, 0.7779008746147156, 0.7765418291091919, 0.6207066774368286, 0.716888427734375, 0.853884220123291, 0.7796841859817505, 0.6040789484977722, 0.7524904608726501, 0.6284989714622498, 0.7868423461914062, 0.9029555320739746, 0.6457188725471497, 0.7785142660140991, 0.7403848171234131, 0.7455564141273499, 0.7030377388000488, 0.8005395531654358, 0.8449529409408569, 0.8271231651306152, 0.7458752989768982]	38	all	24
6	inverse_trace_mc	[0.8217025399208069, 0.7654568552970886, 0.7939274907112122, 0.650200366973877, 0.7877697944641113, 0.7164501547813416, 0.6635316610336304, 0.7127376198768616, 0.8846673369407654, 0.8015928268432617, 0.598637044429779, 0.7610079050064087, 0.6794745922088623, 0.838533341884613, 0.9309596419334412, 0.6339876651763916, 0.77973872423172, 0.71136873960495, 0.759438693523407, 0.6812312602996826, 0.7490602731704712, 0.7717871069908142, 0.8205793499946594, 0.7644276022911072]	38	all	24
6	random	[0.8117414116859436, 0.7801315188407898, 0.9000569581985474, 0.8010402321815491, 0.8248410224914551, 0.813660204410553, 0.6601083874702454, 0.7113001346588135, 0.9082440137863159, 0.8162999153137207, 0.6843274235725403, 0.7923673391342163, 0.827037513256073, 0.8713455200195312, 0.9042233228683472, 0.6732916831970215, 0.8439120650291443, 0.8057730793952942, 0.806462824344635, 0.7310689687728882, 0.817804217338562, 0.8521949052810669, 0.8165042400360107, 0.799281120300293]	39	all	24
6	variance	[0.8026936054229736, 0.7438933253288269, 0.839646577835083, 0.6536204814910889, 0.8307511210441589, 0.7373077273368835, 0.6637381315231323, 0.7194700837135315, 0.8716503381729126, 0.7720416188240051, 0.6198651194572449, 0.7139572501182556, 0.6930352449417114, 0.77592933177948, 0.8778934478759766, 0.6281164884567261, 0.7707934379577637, 0.7458093762397766, 0.7520729899406433, 0.6716595888137817, 0.7338916063308716, 0.7761152386665344, 0.8393015265464783, 0.7185059785842896]	39	all	24
6	variance_mc	[0.7993833422660828, 0.7139905095100403, 0.8042058348655701, 0.6491991281509399, 0.7861541509628296, 0.7419193387031555, 0.6224961280822754, 0.6831255555152893, 0.896010160446167, 0.764350950717926, 0.6200920939445496, 0.7644236087799072, 0.6686515212059021, 0.7779222130775452, 0.8927000761032104, 0.5782899260520935, 0.7676292061805725, 0.7130458354949951, 0.7122111916542053, 0.6758067607879639, 0.7505643367767334, 0.7458765506744385, 0.8398767709732056, 0.78602534532547]	39	all	24
6	log_det_mc	[0.7817578315734863, 0.7222390174865723, 0.7957155704498291, 0.6577668786048889, 0.7788854241371155, 0.7400071024894714, 0.618821918964386, 0.6873102188110352, 0.8615204095840454, 0.7609579563140869, 0.6012896299362183, 0.7394863367080688, 0.6176593899726868, 0.8489671349525452, 0.8880200982093811, 0.602554440498352, 0.7922345399856567, 0.6737161874771118, 0.7548921704292297, 0.6583404541015625, 0.7419918775558472, 0.7572410106658936, 0.89918452501297, 0.7541667819023132]	39	all	24
6	inverse_trace_mc	[0.8072981238365173, 0.6937844157218933, 0.8374155759811401, 0.6813730001449585, 0.7679628729820251, 0.7387740015983582, 0.6133931875228882, 0.6978336572647095, 0.8879277110099792, 0.7405736446380615, 0.6118294596672058, 0.7229156494140625, 0.6251528859138489, 0.7710583806037903, 0.89055997133255, 0.5978472232818604, 0.8703493475914001, 0.7339819669723511, 0.7485402226448059, 0.6546133756637573, 0.7321355938911438, 0.7966534495353699, 0.8433862328529358, 0.8183102011680603]	39	all	24
6	random	[0.8563554883003235, 0.7705920338630676, 0.8321042060852051, 0.6769744157791138, 0.8070681691169739, 0.8057790398597717, 0.6766858100891113, 0.6927329897880554, 0.9422069787979126, 0.818507194519043, 0.6398731470108032, 0.7885094881057739, 0.6772857308387756, 0.8632668256759644, 0.865281343460083, 0.639297366142273, 0.8846379518508911, 0.7638006806373596, 0.7898255586624146, 0.7095703482627869, 0.7426590323448181, 0.8304790258407593, 0.8531984686851501, 0.773520827293396]	40	all	24
6	variance	[0.8366183638572693, 0.8128796219825745, 0.876229465007782, 0.7301492691040039, 0.9039222598075867, 0.7576851844787598, 0.7583843469619751, 0.7658038139343262, 0.8823003768920898, 0.8373278975486755, 0.7117343544960022, 0.7766579389572144, 0.7267439365386963, 0.8578370213508606, 0.9257583022117615, 0.7674847841262817, 0.8096234202384949, 0.8159653544425964, 0.7853174209594727, 0.8029019236564636, 0.8550270795822144, 0.8156620264053345, 0.9108988642692566, 0.8539647459983826]	40	all	24
6	variance_mc	[0.808528482913971, 0.8425321578979492, 0.835037112236023, 0.6375682353973389, 0.8034508228302002, 0.7384457588195801, 0.6493759751319885, 0.748529851436615, 0.9071406722068787, 0.7595435976982117, 0.6299469470977783, 0.7655897736549377, 0.6796630620956421, 0.7480114102363586, 0.8897252678871155, 0.6661390662193298, 0.7998244762420654, 0.7394062876701355, 0.7645323276519775, 0.6992059946060181, 0.7796122431755066, 0.7547147274017334, 0.7858754396438599, 0.7953820824623108]	40	all	24
6	log_det_mc	[0.7837504744529724, 0.7069794535636902, 0.8066980838775635, 0.6543765068054199, 0.7986668944358826, 0.7256437540054321, 0.5831201076507568, 0.6711459159851074, 0.8923850655555725, 0.7951871156692505, 0.6069206595420837, 0.7557944655418396, 0.690335214138031, 0.7746770977973938, 0.9419434666633606, 0.6399561166763306, 0.7944738268852234, 0.7797067761421204, 0.7444048523902893, 0.6870737671852112, 0.7086078524589539, 0.7540144920349121, 0.8511983752250671, 0.8286052346229553]	40	all	24
6	inverse_trace_mc	[0.7844815850257874, 0.7910678386688232, 0.8533596396446228, 0.6618032455444336, 0.8097856044769287, 0.7958258986473083, 0.6465426683425903, 0.7071056365966797, 0.8718729019165039, 0.75267094373703, 0.6767864227294922, 0.7542004585266113, 0.690893828868866, 0.8909525871276855, 0.8883963227272034, 0.6246507167816162, 0.7493338584899902, 0.6792421340942383, 0.7849246859550476, 0.7070640325546265, 0.7387862801551819, 0.8279669880867004, 0.8504117727279663, 0.8037214875221252]	40	all	24
6	random	[0.825019359588623, 0.7642294764518738, 0.8429319262504578, 0.7449072003364563, 0.8441103100776672, 0.7681496143341064, 0.6878308057785034, 0.6854556798934937, 0.9131043553352356, 0.8458424806594849, 0.7173047065734863, 0.7934691905975342, 0.7123813629150391, 0.8707272410392761, 0.9235640168190002, 0.710219144821167, 0.8391619920730591, 0.8294828534126282, 0.7855782508850098, 0.8440155982971191, 0.7860708236694336, 0.8404524326324463, 0.8863173127174377, 0.8208504319190979]	41	all	24
6	variance	[0.8135138750076294, 0.754410982131958, 0.851189374923706, 0.6723619103431702, 0.8179386258125305, 0.7189266681671143, 0.6548430919647217, 0.7328327894210815, 0.9044241309165955, 0.7558445334434509, 0.6332171559333801, 0.7268568873405457, 0.6742689609527588, 0.8059819340705872, 0.8843139410018921, 0.612794041633606, 0.7742637395858765, 0.7472505569458008, 0.7448936104774475, 0.6821574568748474, 0.7831538319587708, 0.7572410702705383, 0.8627728819847107, 0.8119795918464661]	41	all	24
6	variance_mc	[0.8026148676872253, 0.6940292716026306, 0.8462963104248047, 0.7122603058815002, 0.8051028847694397, 0.7327897548675537, 0.6101562976837158, 0.6968063116073608, 0.8559557795524597, 0.776349663734436, 0.6156795620918274, 0.7244684100151062, 0.6355293989181519, 0.8032395839691162, 0.9077173471450806, 0.6505387425422668, 0.8651398420333862, 0.7778770923614502, 0.7598128914833069, 0.6720354557037354, 0.8407182097434998, 0.8252344131469727, 0.8294187188148499, 0.8423879742622375]	41	all	24
6	log_det_mc	[0.8013802766799927, 0.7898634076118469, 0.8040915727615356, 0.6994471549987793, 0.7964569926261902, 0.769489049911499, 0.6501771211624146, 0.6709620952606201, 0.8700886964797974, 0.7580657005310059, 0.6025748252868652, 0.734171450138092, 0.6522351503372192, 0.7911632061004639, 0.9330083131790161, 0.6187905669212341, 0.7609232068061829, 0.6881767511367798, 0.7533268928527832, 0.6721177101135254, 0.7503870725631714, 0.7685442566871643, 0.8282305598258972, 0.7875237464904785]	41	all	24
6	inverse_trace_mc	[0.8303404450416565, 0.7278152704238892, 0.8016156554222107, 0.6653918623924255, 0.8434366583824158, 0.7322257161140442, 0.6370636224746704, 0.6891974806785583, 0.8986663222312927, 0.7753897309303284, 0.621445894241333, 0.7041963338851929, 0.6342777013778687, 0.7696221470832825, 0.8681206107139587, 0.6166035532951355, 0.786406934261322, 0.7303003072738647, 0.7469939589500427, 0.6985428333282471, 0.7182272672653198, 0.7769837379455566, 0.8568436503410339, 0.7904291152954102]	41	all	24
6	random	[0.7990931868553162, 0.7090664505958557, 0.815932035446167, 0.6703260540962219, 0.8230337500572205, 0.7553563714027405, 0.6259862184524536, 0.7496858835220337, 0.882007896900177, 0.7622602581977844, 0.6572464108467102, 0.7330591678619385, 0.6929044723510742, 0.8659582734107971, 0.9072383642196655, 0.6879807710647583, 0.7212081551551819, 0.7902597188949585, 0.7550276517868042, 0.6865959763526917, 0.7645680904388428, 0.7910716533660889, 0.8611301183700562, 0.7416895627975464]	42	all	24
6	variance	[0.822530210018158, 0.7877771258354187, 0.875191330909729, 0.7341942191123962, 0.8533004522323608, 0.757085382938385, 0.7399841547012329, 0.7532422542572021, 0.876027524471283, 0.8007071614265442, 0.634770393371582, 0.7890135049819946, 0.7477102279663086, 0.8595457673072815, 0.8683909773826599, 0.6746838688850403, 0.845436155796051, 0.7680315375328064, 0.7775116562843323, 0.7147530317306519, 0.7758820652961731, 0.7641770839691162, 0.8703253269195557, 0.7857674360275269]	42	all	24
6	variance_mc	[0.8071944713592529, 0.8023826479911804, 0.8220227956771851, 0.6770853996276855, 0.8192457556724548, 0.7283726930618286, 0.650422990322113, 0.7209798693656921, 0.8627594113349915, 0.7805256843566895, 0.6520988941192627, 0.7241775989532471, 0.6482509970664978, 0.8107935190200806, 0.8610864281654358, 0.6692317128181458, 0.8335804343223572, 0.7404170036315918, 0.7574933171272278, 0.7428815960884094, 0.8002693057060242, 0.8048235774040222, 0.8214991092681885, 0.7430363893508911]	42	all	24
6	log_det_mc	[0.7842323780059814, 0.743626058101654, 0.796714723110199, 0.6700581908226013, 0.7753845453262329, 0.7596990466117859, 0.6778647899627686, 0.6933831572532654, 0.8713254332542419, 0.7692189812660217, 0.6562232375144958, 0.7764357924461365, 0.6604381203651428, 0.8460566997528076, 0.8966321349143982, 0.672059953212738, 0.7509967684745789, 0.7670031189918518, 0.7795526385307312, 0.7054427862167358, 0.7908537983894348, 0.8371990323066711, 0.8499836921691895, 0.8007903099060059]	42	all	24
6	inverse_trace_mc	[0.8137885332107544, 0.7652721405029297, 0.779853343963623, 0.6440931558609009, 0.8373989462852478, 0.7632535099983215, 0.6894912123680115, 0.7214281558990479, 0.9282480478286743, 0.795389711856842, 0.6369462609291077, 0.7531184554100037, 0.6492636799812317, 0.8390018939971924, 0.9057519435882568, 0.6211276054382324, 0.7655252814292908, 0.7340547442436218, 0.7346547245979309, 0.690950334072113, 0.7688412070274353, 0.7857776284217834, 0.8055666089057922, 0.7344204783439636]	42	all	24
6	random	[0.7777719497680664, 0.7421190142631531, 0.8696386218070984, 0.717490017414093, 0.872153103351593, 0.7540332674980164, 0.7536552548408508, 0.7437931299209595, 0.865905225276947, 0.8032057285308838, 0.6410842537879944, 0.756909966468811, 0.6612711548805237, 0.8393650054931641, 0.9063354730606079, 0.6819899082183838, 0.8182582855224609, 0.7266406416893005, 0.7274835109710693, 0.7278063893318176, 0.7844716906547546, 0.8615939617156982, 0.818464994430542, 0.8161238431930542]	43	all	24
6	variance	[0.8089346885681152, 0.7566144466400146, 0.8410893678665161, 0.7000123858451843, 0.8250513672828674, 0.7285590767860413, 0.6677496433258057, 0.7248139977455139, 0.8727012276649475, 0.7595027089118958, 0.6182059049606323, 0.7391164898872375, 0.6524190902709961, 0.8751112818717957, 0.8601350784301758, 0.6253174543380737, 0.7407828569412231, 0.7404820322990417, 0.7948903441429138, 0.7039903998374939, 0.7523383498191833, 0.8292803764343262, 0.873925507068634, 0.7522803544998169]	43	all	24
6	variance_mc	[0.834267258644104, 0.7492457032203674, 0.8552899956703186, 0.7233260869979858, 0.8238388299942017, 0.7722176909446716, 0.6474063396453857, 0.767790675163269, 0.8690868020057678, 0.8145982027053833, 0.672776460647583, 0.7870200872421265, 0.685551643371582, 0.8476234674453735, 0.891711950302124, 0.7203521728515625, 0.7988035082817078, 0.7820469737052917, 0.7641763091087341, 0.7371968626976013, 0.792173445224762, 0.8325802683830261, 0.8775991201400757, 0.8080921769142151]	43	all	24
6	log_det_mc	[0.8010237812995911, 0.70505690574646, 0.7748631238937378, 0.6741182208061218, 0.8009171485900879, 0.716945230960846, 0.6200950145721436, 0.6928794980049133, 0.8577744960784912, 0.7871253490447998, 0.6215357780456543, 0.7443695068359375, 0.6302071213722229, 0.819002628326416, 0.8602466583251953, 0.6070696711540222, 0.8399533629417419, 0.7422443628311157, 0.7647750377655029, 0.6916667819023132, 0.6856129765510559, 0.7563072443008423, 0.8526791930198669, 0.7884284853935242]	43	all	24
6	inverse_trace_mc	[0.8108402490615845, 0.7156308889389038, 0.8068758845329285, 0.6978622674942017, 0.7733795642852783, 0.7301775217056274, 0.6736940741539001, 0.6734299659729004, 0.9094038605690002, 0.7783569693565369, 0.6282674670219421, 0.7387030720710754, 0.6789352297782898, 0.8569475412368774, 0.9194115996360779, 0.6256231665611267, 0.7870290279388428, 0.7622037529945374, 0.8160401582717896, 0.7288554906845093, 0.7837567925453186, 0.761381983757019, 0.8338826298713684, 0.7827296853065491]	43	all	24
6	random	[0.8719393014907837, 0.7842159271240234, 0.7978290915489197, 0.7530027031898499, 0.8561564683914185, 0.7792047262191772, 0.6574488282203674, 0.7377585172653198, 0.9142299294471741, 0.8134574294090271, 0.7024113535881042, 0.7642146348953247, 0.7607691884040833, 0.8872995376586914, 0.8971394896507263, 0.7050843238830566, 0.8177480101585388, 0.7732573747634888, 0.7816178202629089, 0.736233115196228, 0.8364754319190979, 0.8111628293991089, 0.9188453555107117, 0.78885418176651]	44	all	24
6	variance	[0.8131932616233826, 0.8091890811920166, 0.8393059372901917, 0.6542321443557739, 0.8408579230308533, 0.7849344611167908, 0.6535898447036743, 0.7352246642112732, 0.9048399329185486, 0.7708246111869812, 0.6314976811408997, 0.7423465251922607, 0.6877568364143372, 0.8620280623435974, 0.9240713715553284, 0.6539236903190613, 0.7324945330619812, 0.7147432565689087, 0.7488694787025452, 0.6675887703895569, 0.8085891604423523, 0.7894788980484009, 0.8687078356742859, 0.755966305732727]	44	all	24
6	variance_mc	[0.8092354536056519, 0.8149871826171875, 0.8561958074569702, 0.6816287636756897, 0.8040691614151001, 0.7125919461250305, 0.6406666040420532, 0.70695561170578, 0.8837066292762756, 0.7632151246070862, 0.6247655153274536, 0.7160954475402832, 0.6491698622703552, 0.8181207776069641, 0.8854575157165527, 0.6794106364250183, 0.741047203540802, 0.757103443145752, 0.7535273432731628, 0.6844862103462219, 0.7993273138999939, 0.8257304430007935, 0.8320246338844299, 0.7643340229988098]	44	all	24
6	log_det_mc	[0.7961167693138123, 0.728351354598999, 0.8599293828010559, 0.6871181130409241, 0.8178554773330688, 0.7869809865951538, 0.6102707386016846, 0.7386249303817749, 0.8751834630966187, 0.7680162787437439, 0.6236645579338074, 0.779892086982727, 0.6593599319458008, 0.7856655120849609, 0.9185154438018799, 0.6913701891899109, 0.854156494140625, 0.7651749849319458, 0.7165565490722656, 0.7255018949508667, 0.7788015604019165, 0.8010104298591614, 0.867026686668396, 0.8430257439613342]	44	all	24
6	inverse_trace_mc	[0.7788532972335815, 0.7491861581802368, 0.8491012454032898, 0.671891987323761, 0.8262453079223633, 0.7678922414779663, 0.6574907302856445, 0.7653933167457581, 0.8754631280899048, 0.7931736707687378, 0.6761011481285095, 0.7295140027999878, 0.6618989706039429, 0.8569061160087585, 0.8940824270248413, 0.6361828446388245, 0.8477531671524048, 0.7644909024238586, 0.7349494099617004, 0.6713373064994812, 0.7886974811553955, 0.813503086566925, 0.8403919339179993, 0.795504629611969]	44	all	24
6	random	[0.8100637197494507, 0.7419130206108093, 0.834958016872406, 0.747445821762085, 0.8574720621109009, 0.7803181409835815, 0.7165622711181641, 0.7285646796226501, 0.8913202285766602, 0.8104732632637024, 0.6700237393379211, 0.7928557991981506, 0.692710280418396, 0.814480721950531, 0.908745288848877, 0.7031241059303284, 0.833240270614624, 0.7261216044425964, 0.8115745782852173, 0.7162970900535583, 0.8002625107765198, 0.8536328077316284, 0.8379964828491211, 0.7533528208732605]	45	all	24
6	variance	[0.8217952847480774, 0.7646440863609314, 0.8222693204879761, 0.7193081378936768, 0.8067811131477356, 0.7476964592933655, 0.6372600793838501, 0.740746259689331, 0.8995019793510437, 0.7639046311378479, 0.5988871455192566, 0.7356570363044739, 0.672768771648407, 0.828755795955658, 0.9039538502693176, 0.696420431137085, 0.7394756078720093, 0.7704015970230103, 0.7696966528892517, 0.6716712713241577, 0.7860387563705444, 0.7875750660896301, 0.8627839684486389, 0.7725917100906372]	45	all	24
6	variance_mc	[0.7650628089904785, 0.7293000221252441, 0.8277473449707031, 0.6524646282196045, 0.7727405428886414, 0.7373853325843811, 0.6261019110679626, 0.7290927171707153, 0.8822414875030518, 0.7573694586753845, 0.5972586870193481, 0.7612788677215576, 0.6900067925453186, 0.7889763116836548, 0.9359679818153381, 0.6525093913078308, 0.7918808460235596, 0.7607969641685486, 0.7705211639404297, 0.701738715171814, 0.7954312562942505, 0.7580521702766418, 0.8316090703010559, 0.8272951245307922]	45	all	24
6	log_det_mc	[0.8112439513206482, 0.7844913005828857, 0.821219801902771, 0.6804656386375427, 0.8109849691390991, 0.7072754502296448, 0.6299054026603699, 0.7206896543502808, 0.9106488823890686, 0.795212984085083, 0.6175083518028259, 0.7523537278175354, 0.6894541382789612, 0.7840847969055176, 0.9431331753730774, 0.6368776559829712, 0.803924560546875, 0.7830054759979248, 0.7369773387908936, 0.6924895644187927, 0.8108505010604858, 0.7625188827514648, 0.8467891812324524, 0.8185956478118896]	45	all	24
6	inverse_trace_mc	[0.8066900372505188, 0.7544993758201599, 0.7936309576034546, 0.6823003888130188, 0.8344854712486267, 0.7296499609947205, 0.6264269948005676, 0.73003751039505, 0.9087541699409485, 0.7666950225830078, 0.6189157366752625, 0.7722266316413879, 0.6894749402999878, 0.7782321572303772, 0.9070495963096619, 0.6523718237876892, 0.7467741966247559, 0.7234240770339966, 0.7256011366844177, 0.7035495042800903, 0.7909958362579346, 0.7637372612953186, 0.8654084205627441, 0.8204559087753296]	45	all	24
6	random	[0.8391137719154358, 0.8178398609161377, 0.825802743434906, 0.8229714035987854, 0.8771211504936218, 0.7816780805587769, 0.8089812994003296, 0.772234320640564, 0.9015648365020752, 0.8371888399124146, 0.7215913534164429, 0.7833476662635803, 0.7277219295501709, 0.8736261129379272, 0.9315083622932434, 0.716921865940094, 0.8586841225624084, 0.8479241132736206, 0.8088473677635193, 0.7534177303314209, 0.7891257405281067, 0.8550189733505249, 0.9483789801597595, 0.8265082240104675]	46	all	24
6	variance	[0.8194993138313293, 0.8561190962791443, 0.8707316517829895, 0.8061067461967468, 0.9333371520042419, 0.8054422736167908, 0.7547223567962646, 0.8320291042327881, 0.9024900197982788, 0.8351208567619324, 0.6677215695381165, 0.8297103643417358, 0.7330474853515625, 0.877435564994812, 0.8953331708908081, 0.7732643485069275, 0.7866933941841125, 0.7936134934425354, 0.7742094397544861, 0.7703903913497925, 0.8381821513175964, 0.8618495464324951, 0.8788266777992249, 0.8276656866073608]	46	all	24
6	variance_mc	[0.7964498400688171, 0.7399895787239075, 0.7948283553123474, 0.6501132845878601, 0.8095657825469971, 0.7296726703643799, 0.5626875162124634, 0.712834358215332, 0.8340972065925598, 0.7672698497772217, 0.5883875489234924, 0.7153860330581665, 0.6132192611694336, 0.8057116270065308, 0.8557008504867554, 0.614310622215271, 0.7552504539489746, 0.6844712495803833, 0.7375771999359131, 0.6757032871246338, 0.7360827326774597, 0.7656963467597961, 0.8146018981933594, 0.7632771730422974]	46	all	24
6	log_det_mc	[0.7981058359146118, 0.7890647649765015, 0.7878905534744263, 0.6595356464385986, 0.7699069976806641, 0.7731719613075256, 0.6078863739967346, 0.6886010766029358, 0.8903887867927551, 0.7604964375495911, 0.6134716272354126, 0.755764901638031, 0.6896966099739075, 0.8163717985153198, 0.8648999333381653, 0.610143780708313, 0.7703889012336731, 0.6980045437812805, 0.7797578573226929, 0.651107907295227, 0.7909354567527771, 0.7660987973213196, 0.8779717087745667, 0.7799654603004456]	46	all	24
6	inverse_trace_mc	[0.8049212694168091, 0.7061340808868408, 0.7966481447219849, 0.7291525602340698, 0.8175423741340637, 0.7357744574546814, 0.6491250991821289, 0.6809102892875671, 0.9065049290657043, 0.7459316849708557, 0.6057259440422058, 0.7930522561073303, 0.6562150716781616, 0.8205794095993042, 0.9216716289520264, 0.5968633890151978, 0.8137967586517334, 0.6771419644355774, 0.7928497195243835, 0.6982739567756653, 0.7552679777145386, 0.7825067639350891, 0.8603193163871765, 0.7261368036270142]	46	all	24
6	random	[0.7937180995941162, 0.774716854095459, 0.8697012066841125, 0.8001632690429688, 0.8266481161117554, 0.7702713012695312, 0.6339568495750427, 0.733790934085846, 0.8982222080230713, 0.7881532907485962, 0.663575291633606, 0.8239429593086243, 0.7309363484382629, 0.8705194592475891, 0.9219849705696106, 0.7354782223701477, 0.9331912398338318, 0.7502188086509705, 0.8080652356147766, 0.6970265507698059, 0.7735652923583984, 0.8460314869880676, 0.83878093957901, 0.8312340974807739]	47	all	24
6	variance	[0.7834753394126892, 0.8707971572875977, 0.805619478225708, 0.6712806820869446, 0.7718082666397095, 0.7228827476501465, 0.6295183897018433, 0.734006404876709, 0.895284116268158, 0.7564154863357544, 0.5980895757675171, 0.728235125541687, 0.6120660901069641, 0.7740727663040161, 0.8928614854812622, 0.6330858469009399, 0.7314836978912354, 0.717518150806427, 0.7241573929786682, 0.6781330108642578, 0.7877163290977478, 0.8012562394142151, 0.8146864771842957, 0.7561852931976318]	47	all	24
6	variance_mc	[0.7816242575645447, 0.7774621248245239, 0.8058792352676392, 0.6543245315551758, 0.7940597534179688, 0.7215138673782349, 0.6088213324546814, 0.7052806615829468, 0.8845329284667969, 0.7581588625907898, 0.6015104055404663, 0.7457507848739624, 0.622734785079956, 0.8513474464416504, 0.8809179067611694, 0.6264424920082092, 0.7613940238952637, 0.7405847907066345, 0.7396435737609863, 0.6669387221336365, 0.8161190152168274, 0.8045233488082886, 0.8568769097328186, 0.764747142791748]	47	all	24
6	log_det_mc	[0.8132299780845642, 0.7010657787322998, 0.8299470543861389, 0.6851493120193481, 0.8329533338546753, 0.7766096591949463, 0.684874951839447, 0.7076813578605652, 0.9299505352973938, 0.7577378153800964, 0.6032145619392395, 0.7490018010139465, 0.6501126885414124, 0.8186785578727722, 0.8963014483451843, 0.6642299890518188, 0.8240545392036438, 0.7395395040512085, 0.7235483527183533, 0.705492377281189, 0.824738085269928, 0.811350405216217, 0.8803279995918274, 0.7601390480995178]	47	all	24
6	inverse_trace_mc	[0.8376566767692566, 0.7217879891395569, 0.7987298369407654, 0.6537042856216431, 0.8298153877258301, 0.6992444396018982, 0.6394741535186768, 0.730923593044281, 0.9009217619895935, 0.754179835319519, 0.6207649111747742, 0.759644091129303, 0.6516371369361877, 0.8067730069160461, 0.8736085891723633, 0.6403422951698303, 0.7772510051727295, 0.7492150664329529, 0.7591333985328674, 0.7474570870399475, 0.7747206687927246, 0.7889164090156555, 0.8355874419212341, 0.7879412770271301]	47	all	24
6	random	[0.8358060121536255, 0.7913438677787781, 0.8014815449714661, 0.8102781176567078, 0.881523847579956, 0.7763369083404541, 0.7621504068374634, 0.7486425042152405, 0.895663857460022, 0.8000316023826599, 0.7002524733543396, 0.7821075320243835, 0.685582160949707, 0.821108341217041, 0.9130533933639526, 0.7780258655548096, 0.8005005121231079, 0.7948555946350098, 0.7648364305496216, 0.7306718826293945, 0.8000001907348633, 0.8035762906074524, 0.8719489574432373, 0.8399324417114258]	48	all	24
6	variance	[0.8367292284965515, 0.7562240958213806, 0.8584868311882019, 0.7435526251792908, 0.8632943034172058, 0.7742713689804077, 0.6864930987358093, 0.7243972420692444, 0.8850886225700378, 0.7755591869354248, 0.6154389381408691, 0.7555084228515625, 0.6960352659225464, 0.8673895001411438, 0.9002549648284912, 0.6316476464271545, 0.8341969847679138, 0.7446914315223694, 0.7826507091522217, 0.725716233253479, 0.6841683983802795, 0.8183718323707581, 0.849359929561615, 0.7993212342262268]	48	all	24
6	variance_mc	[0.8204916715621948, 0.7600116729736328, 0.805743932723999, 0.6395160555839539, 0.7639787197113037, 0.7079933881759644, 0.5918633341789246, 0.7119620442390442, 0.850165843963623, 0.7711341381072998, 0.6139235496520996, 0.7210716009140015, 0.6284205317497253, 0.8172591924667358, 0.8479087948799133, 0.6813711524009705, 0.7933741211891174, 0.7715851068496704, 0.787935733795166, 0.6676930785179138, 0.8080008625984192, 0.7869926691055298, 0.8267865777015686, 0.7990893125534058]	48	all	24
6	log_det_mc	[0.7892799973487854, 0.6909264922142029, 0.7650035619735718, 0.6038235425949097, 0.8020323514938354, 0.7855035662651062, 0.6479833722114563, 0.6931489109992981, 0.9272204041481018, 0.7740325927734375, 0.6272042393684387, 0.8008556365966797, 0.6769591569900513, 0.8191187381744385, 0.924183189868927, 0.6035233736038208, 0.7857732772827148, 0.7273044586181641, 0.7620365023612976, 0.7233477234840393, 0.7158566117286682, 0.7726314067840576, 0.8405464291572571, 0.8486294150352478]	48	all	24
6	inverse_trace_mc	[0.8107445240020752, 0.7666317820549011, 0.8156914710998535, 0.6846327781677246, 0.8503050208091736, 0.7584205865859985, 0.6154478192329407, 0.6812930703163147, 0.9226493835449219, 0.8007845282554626, 0.6500483155250549, 0.7836166024208069, 0.7288820743560791, 0.8892359733581543, 0.8829197287559509, 0.6525968909263611, 0.7768874764442444, 0.7232804298400879, 0.7118667960166931, 0.7208048701286316, 0.7748116850852966, 0.79962557554245, 0.8756842613220215, 0.7561424374580383]	48	all	24
6	random	[0.8234228491783142, 0.7683397531509399, 0.8492223024368286, 0.7122858166694641, 0.803490400314331, 0.7429977655410767, 0.6583078503608704, 0.739709734916687, 0.8437181115150452, 0.8089197278022766, 0.6583091616630554, 0.7556016445159912, 0.65728360414505, 0.8663303852081299, 0.8977137207984924, 0.6941614151000977, 0.7611510753631592, 0.7509431838989258, 0.7885297536849976, 0.7680702805519104, 0.7069043517112732, 0.793239176273346, 0.8819664120674133, 0.7553755044937134]	49	all	24
