n_task	metric	cos_err	iteration	roi	n_parcel
3	random	[0.8671349287033081, 0.8230505585670471, 0.8695563673973083, 0.7772300839424133, 0.8508967161178589, 0.8213256597518921, 0.7568936944007874, 0.793346107006073, 0.9160512089729309, 0.8309080600738525, 0.7178761959075928, 0.810370922088623, 0.7532485127449036, 0.9334120750427246, 0.9129197001457214, 0.7781755328178406, 0.7948460578918457, 0.7983298301696777, 0.8155999779701233, 0.8135467171669006, 0.9053924679756165, 0.8934929966926575, 0.931235134601593, 0.828829824924469]	11	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	11	all	24
3	variance_mc	[0.8244845867156982, 0.7972633242607117, 0.8585325479507446, 0.8086677193641663, 0.845834493637085, 0.7713518738746643, 0.705054759979248, 0.762233316898346, 0.8748401999473572, 0.8165987133979797, 0.6802238821983337, 0.7544298768043518, 0.6897734999656677, 0.8274238705635071, 0.8935701251029968, 0.752399206161499, 0.8030214309692383, 0.7862799763679504, 0.7802650928497314, 0.7725592851638794, 0.8304871916770935, 0.8528808951377869, 0.8743706941604614, 0.7953489422798157]	11	all	24
3	log_det_mc	[0.8388450741767883, 0.8216777443885803, 0.8614122271537781, 0.7998358011245728, 0.8521752953529358, 0.7950003743171692, 0.6943441033363342, 0.7578756809234619, 0.875937819480896, 0.81467604637146, 0.6864175796508789, 0.7793025970458984, 0.6938021183013916, 0.8266010880470276, 0.8953245282173157, 0.7584985494613647, 0.8060917258262634, 0.7786691784858704, 0.8110712170600891, 0.7706535458564758, 0.8406246304512024, 0.8311403393745422, 0.8658787608146667, 0.8109347224235535]	11	all	24
3	inverse_trace_mc	[0.8319011926651001, 0.7766100168228149, 0.8610336780548096, 0.8208559155464172, 0.8473127484321594, 0.772513747215271, 0.7228834629058838, 0.7589080929756165, 0.8737409114837646, 0.8151798248291016, 0.6543396711349487, 0.7674358487129211, 0.7124534845352173, 0.8753538727760315, 0.8939223289489746, 0.7470331192016602, 0.8119162917137146, 0.8143355250358582, 0.7707573175430298, 0.7682790160179138, 0.8223201036453247, 0.831542432308197, 0.8700710535049438, 0.8036973476409912]	11	all	24
3	random	[0.8724725842475891, 0.8316248059272766, 0.8298572897911072, 0.8388003706932068, 0.8788527846336365, 0.8677955865859985, 0.7649204730987549, 0.7891637682914734, 0.9137654900550842, 0.860682487487793, 0.75644850730896, 0.7685216665267944, 0.7113003134727478, 0.9516407251358032, 0.9601291418075562, 0.7888787984848022, 0.9594597220420837, 0.8706532716751099, 0.7999567985534668, 0.7877963185310364, 0.8099005818367004, 0.8262450695037842, 0.8764241933822632, 0.8666969537734985]	12	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	12	all	24
3	variance_mc	[0.8309711217880249, 0.84300297498703, 0.8774367570877075, 0.8087953925132751, 0.8511110544204712, 0.776653528213501, 0.7165791988372803, 0.7625586986541748, 0.8807286024093628, 0.8045574426651001, 0.653081476688385, 0.7665031552314758, 0.6913363933563232, 0.8280047178268433, 0.9082616567611694, 0.7684463858604431, 0.7955260872840881, 0.7924898862838745, 0.7949548363685608, 0.7796504497528076, 0.8312809467315674, 0.8494715690612793, 0.8600350022315979, 0.7960652112960815]	12	all	24
3	log_det_mc	[0.834513783454895, 0.8158421516418457, 0.8641576766967773, 0.7914016246795654, 0.8560575246810913, 0.7748753428459167, 0.6871909499168396, 0.7594740986824036, 0.8693682551383972, 0.808605968952179, 0.6517716646194458, 0.7815744876861572, 0.7013317942619324, 0.8319307565689087, 0.8917497396469116, 0.7504675984382629, 0.7992375493049622, 0.7921733260154724, 0.7904122471809387, 0.7653910517692566, 0.8366361260414124, 0.831424355506897, 0.869255781173706, 0.8041495680809021]	12	all	24
3	inverse_trace_mc	[0.8351219296455383, 0.8065733313560486, 0.8577730655670166, 0.8048881888389587, 0.8603745698928833, 0.7825194597244263, 0.7207130193710327, 0.7582427263259888, 0.8802340626716614, 0.8065504431724548, 0.6596540212631226, 0.78025883436203, 0.6997832655906677, 0.8710344433784485, 0.8965882062911987, 0.7454177737236023, 0.8109338283538818, 0.8039961457252502, 0.7831568717956543, 0.7763457298278809, 0.8274518847465515, 0.8259948492050171, 0.8783715963363647, 0.8036141991615295]	12	all	24
3	random	[0.8620309829711914, 0.7603405117988586, 0.8091439604759216, 0.7671518325805664, 0.8162933588027954, 0.7978553771972656, 0.7300909161567688, 0.7339828014373779, 0.9069887399673462, 0.8189605474472046, 0.7121645212173462, 0.7782635688781738, 0.7376787662506104, 0.869441032409668, 0.9094794988632202, 0.7167442440986633, 0.9212061166763306, 0.789869487285614, 0.7985045909881592, 0.8068588972091675, 0.785590648651123, 0.8118279576301575, 0.8292587995529175, 0.8504130244255066]	13	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560816645622253, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833678364753723, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	13	all	24
3	variance_mc	[0.8294475674629211, 0.8105341196060181, 0.8608813285827637, 0.7975238561630249, 0.8502152562141418, 0.7815307378768921, 0.7058577537536621, 0.7584182024002075, 0.8768599033355713, 0.816188395023346, 0.6519923806190491, 0.7715814709663391, 0.6944782137870789, 0.872092604637146, 0.892056941986084, 0.7479743957519531, 0.7972167134284973, 0.7935911417007446, 0.7949697971343994, 0.7715942859649658, 0.8230634927749634, 0.8450741767883301, 0.8725813627243042, 0.8039455413818359]	13	all	24
3	log_det_mc	[0.8309493660926819, 0.8261561393737793, 0.8650624752044678, 0.7819512486457825, 0.8570165634155273, 0.7766801714897156, 0.6957907676696777, 0.7614483833312988, 0.873184323310852, 0.8134759068489075, 0.6607843637466431, 0.7824227213859558, 0.6972651481628418, 0.8537299036979675, 0.8857886791229248, 0.7613329291343689, 0.7951411008834839, 0.7977267503738403, 0.7884234189987183, 0.766649603843689, 0.8294264674186707, 0.8419793844223022, 0.8666918277740479, 0.8027893304824829]	13	all	24
3	inverse_trace_mc	[0.8249805569648743, 0.8042980432510376, 0.8681747317314148, 0.8073578476905823, 0.8562769889831543, 0.781988263130188, 0.7129210233688354, 0.7582396268844604, 0.8910280466079712, 0.8090864419937134, 0.6783400177955627, 0.7982574105262756, 0.695324718952179, 0.8871985077857971, 0.8963156342506409, 0.7641992568969727, 0.8124085664749146, 0.8119601607322693, 0.7757231593132019, 0.7621361017227173, 0.8354769945144653, 0.8220258355140686, 0.8603456020355225, 0.8093447089195251]	13	all	24
3	random	[0.8345102667808533, 0.7367907762527466, 0.8261061310768127, 0.7287277579307556, 0.7807181477546692, 0.7814266085624695, 0.6683857440948486, 0.7343717813491821, 0.9139851331710815, 0.7953486442565918, 0.6841111779212952, 0.7517789602279663, 0.7243414521217346, 0.9032543897628784, 0.894878625869751, 0.7689865827560425, 0.8565706014633179, 0.807214081287384, 0.7930787801742554, 0.7691271901130676, 0.7621504068374634, 0.8372920751571655, 0.8733044266700745, 0.8225172162055969]	14	all	24
3	variance	[0.8320598006248474, 0.7994651198387146, 0.8690949082374573, 0.7888634204864502, 0.8710471987724304, 0.7596115469932556, 0.7517407536506653, 0.755912184715271, 0.8900894522666931, 0.8113245964050293, 0.6722182035446167, 0.7713256478309631, 0.7016316056251526, 0.8296124339103699, 0.8850391507148743, 0.7087064385414124, 0.8193286061286926, 0.8107284903526306, 0.7684305906295776, 0.7718462347984314, 0.8215845227241516, 0.81217360496521, 0.872955322265625, 0.8338144421577454]	14	all	24
3	variance_mc	[0.8258693814277649, 0.7911187410354614, 0.8619710803031921, 0.8141959309577942, 0.8450245261192322, 0.7846161127090454, 0.7122043371200562, 0.7596848011016846, 0.8768273591995239, 0.8047280311584473, 0.6818315982818604, 0.7921855449676514, 0.6969236731529236, 0.8775020837783813, 0.9030176997184753, 0.7537457942962646, 0.8075927495956421, 0.808549165725708, 0.7700093388557434, 0.7659229040145874, 0.8340495228767395, 0.8224474191665649, 0.8603619933128357, 0.8080270886421204]	14	all	24
3	log_det_mc	[0.8374959826469421, 0.817855954170227, 0.8631605505943298, 0.7903746366500854, 0.8403969407081604, 0.780128538608551, 0.693107008934021, 0.7631167769432068, 0.873326301574707, 0.8064664602279663, 0.6560368537902832, 0.7886451482772827, 0.7020477056503296, 0.8268042206764221, 0.8986217379570007, 0.7408090829849243, 0.8002414107322693, 0.7869606614112854, 0.7762949466705322, 0.7697513699531555, 0.8318203687667847, 0.8306071758270264, 0.8676019906997681, 0.7986667156219482]	14	all	24
3	inverse_trace_mc	[0.8363320231437683, 0.8259952664375305, 0.8707565069198608, 0.8188194632530212, 0.862727165222168, 0.7990902066230774, 0.7488991022109985, 0.7639387845993042, 0.8950912952423096, 0.8115472793579102, 0.6845964789390564, 0.7866104245185852, 0.6955384612083435, 0.8261006474494934, 0.9109930992126465, 0.753960371017456, 0.7962954044342041, 0.8094632625579834, 0.7724686861038208, 0.7813831567764282, 0.8304970264434814, 0.8472694754600525, 0.8585359454154968, 0.8097901344299316]	14	all	24
3	random	[0.8308437466621399, 0.8057120442390442, 0.8918383121490479, 0.767113447189331, 0.8524731397628784, 0.7740726470947266, 0.7080538272857666, 0.7893977761268616, 0.8507999181747437, 0.8187289834022522, 0.6886581182479858, 0.7705844044685364, 0.7119347453117371, 0.8794938325881958, 0.8990328907966614, 0.7595899701118469, 0.8154177665710449, 0.775283932685852, 0.8211149573326111, 0.7534151077270508, 0.8129318952560425, 0.8162592649459839, 0.8612202405929565, 0.8107749819755554]	15	all	24
3	variance	[0.8684273958206177, 0.841145396232605, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833645582199097, 0.8700715899467468, 0.7069004774093628, 0.7813766598701477, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.786444365978241, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	15	all	24
3	variance_mc	[0.836810827255249, 0.8195453882217407, 0.8374865651130676, 0.787765383720398, 0.8624311685562134, 0.7729542851448059, 0.7272140383720398, 0.7587137222290039, 0.8878762125968933, 0.8183196187019348, 0.6725223660469055, 0.782069206237793, 0.6975030303001404, 0.8453989028930664, 0.91346675157547, 0.7274149060249329, 0.7955633997917175, 0.7877177000045776, 0.7675780057907104, 0.7549036741256714, 0.8212245106697083, 0.8339809775352478, 0.8741646409034729, 0.7991524338722229]	15	all	24
3	log_det_mc	[0.8281650543212891, 0.7780551910400391, 0.8305540680885315, 0.7931222915649414, 0.8472018837928772, 0.7692598104476929, 0.7013607621192932, 0.758488118648529, 0.8820619583129883, 0.8197987079620361, 0.7048141956329346, 0.7743199467658997, 0.6934059858322144, 0.898658037185669, 0.893149733543396, 0.7349938750267029, 0.7825661301612854, 0.7869560718536377, 0.7666423320770264, 0.7582592368125916, 0.8193063735961914, 0.8259856700897217, 0.8746854066848755, 0.7996087074279785]	15	all	24
3	inverse_trace_mc	[0.8333672881126404, 0.7887342572212219, 0.8409534692764282, 0.795406699180603, 0.8622422218322754, 0.7706381678581238, 0.6954631805419922, 0.7489150166511536, 0.8754770755767822, 0.8166424036026001, 0.6722773909568787, 0.7676714658737183, 0.6964907646179199, 0.845689058303833, 0.9091008305549622, 0.7396122217178345, 0.7761465311050415, 0.788917064666748, 0.7740668058395386, 0.7440253496170044, 0.8356996774673462, 0.832572340965271, 0.8759567141532898, 0.7980343699455261]	15	all	24
3	random	[0.8628509044647217, 0.8003278970718384, 0.8186436295509338, 0.7613916397094727, 0.8108301758766174, 0.7999348044395447, 0.680982768535614, 0.7478476166725159, 0.9010624289512634, 0.796746551990509, 0.6714445352554321, 0.7762929797172546, 0.7275928258895874, 0.8535416722297668, 0.913451075553894, 0.7245738506317139, 0.8756133913993835, 0.8021366000175476, 0.7966676354408264, 0.7277603149414062, 0.8045283555984497, 0.7790509462356567, 0.858532190322876, 0.8476748466491699]	16	all	24
3	variance	[0.8684273958206177, 0.8412735462188721, 0.8734976649284363, 0.7705121636390686, 0.8560351133346558, 0.7890909314155579, 0.7191828489303589, 0.8215308785438538, 0.8833974003791809, 0.8700715899467468, 0.7069004774093628, 0.7814491987228394, 0.7092939019203186, 0.8678639531135559, 0.9099135398864746, 0.7714492678642273, 0.7828102707862854, 0.7863425612449646, 0.7575912475585938, 0.7667497992515564, 0.8384850025177002, 0.8376086354255676, 0.8704025149345398, 0.8022468686103821]	16	all	24
3	variance_mc	[0.8353551030158997, 0.8077284693717957, 0.870610773563385, 0.7953894734382629, 0.853285014629364, 0.7753942012786865, 0.6882801055908203, 0.763621985912323, 0.8719914555549622, 0.8037867546081543, 0.6435646414756775, 0.7678554058074951, 0.6951655149459839, 0.8390181064605713, 0.8946635127067566, 0.7516357898712158, 0.7984628081321716, 0.7943697571754456, 0.7882579565048218, 0.7676156163215637, 0.8342005610466003, 0.8404386043548584, 0.8733118772506714, 0.8075813055038452]	16	all	24
3	log_det_mc	[0.840373694896698, 0.8179914951324463, 0.8783838152885437, 0.7954145669937134, 0.8430353403091431, 0.7875819206237793, 0.6943410634994507, 0.7692040801048279, 0.8689194321632385, 0.8047545552253723, 0.6588876843452454, 0.7807813286781311, 0.6975663900375366, 0.8348376154899597, 0.903117835521698, 0.7630113363265991, 0.7959797382354736, 0.7875868678092957, 0.775952935218811, 0.7633385062217712, 0.8357577919960022, 0.8396165370941162, 0.8783537149429321, 0.8205926418304443]	16	all	24
3	inverse_trace_mc	[0.8262642025947571, 0.8277790546417236, 0.8661836385726929, 0.79441899061203, 0.858771800994873, 0.7765011787414551, 0.7149715423583984, 0.7583236694335938, 0.884000301361084, 0.8056392073631287, 0.6642193794250488, 0.7989652156829834, 0.6999465227127075, 0.8701719641685486, 0.8807857036590576, 0.7512026429176331, 0.8004746437072754, 0.8019804358482361, 0.7799755930900574, 0.7648521661758423, 0.8267021775245667, 0.8259292244911194, 0.8679959774017334, 0.8060325980186462]	16	all	24
3	random	[0.8719044923782349, 0.8082681894302368, 0.8640300631523132, 0.8001399636268616, 0.8728822469711304, 0.7820220589637756, 0.7330725789070129, 0.7632158398628235, 0.87931889295578, 0.7956588864326477, 0.6682894229888916, 0.7942067384719849, 0.6975589990615845, 0.8583248853683472, 0.8852840065956116, 0.7613895535469055, 0.830220103263855, 0.7398781776428223, 0.8125936985015869, 0.7415602207183838, 0.8054535388946533, 0.8131700754165649, 0.8915623426437378, 0.8248251676559448]	17	all	24
3	variance	[0.8320598006248474, 0.7994651198387146, 0.8690949082374573, 0.7888634204864502, 0.8710471987724304, 0.7596115469932556, 0.7517407536506653, 0.755912184715271, 0.8900894522666931, 0.8113245964050293, 0.6722182035446167, 0.7713256478309631, 0.7016316056251526, 0.8296124339103699, 0.8850391507148743, 0.7087064385414124, 0.8193286061286926, 0.8107284903526306, 0.7684305906295776, 0.7718462347984314, 0.8215845227241516, 0.81217360496521, 0.872955322265625, 0.8338144421577454]	17	all	24
3	variance_mc	[0.8371381163597107, 0.8067381381988525, 0.8643103837966919, 0.779712438583374, 0.8558485507965088, 0.7772027850151062, 0.71559739112854, 0.7547081708908081, 0.8868693113327026, 0.8140873908996582, 0.6971176266670227, 0.7782500386238098, 0.701508104801178, 0.8912590742111206, 0.8888375163078308, 0.7599321603775024, 0.8105599284172058, 0.8075875639915466, 0.7803764343261719, 0.7686824202537537, 0.8387419581413269, 0.8331067562103271, 0.8719427585601807, 0.8025496006011963]	17	all	24
3	log_det_mc	[0.8363544344902039, 0.8233221173286438, 0.8667874336242676, 0.798977792263031, 0.8409367799758911, 0.775417149066925, 0.7194244861602783, 0.7627456188201904, 0.874825119972229, 0.8083116412162781, 0.6789916753768921, 0.7602339386940002, 0.698996365070343, 0.8377281427383423, 0.9004189968109131, 0.745894193649292, 0.796386182308197, 0.7984548211097717, 0.770022988319397, 0.7680221796035767, 0.833746075630188, 0.8322150707244873, 0.870107114315033, 0.8101701140403748]	17	all	24
3	inverse_trace_mc	[0.8299131393432617, 0.7925103902816772, 0.8683384656906128, 0.8269528150558472, 0.8689100742340088, 0.78178870677948, 0.7291032075881958, 0.7529116272926331, 0.882378101348877, 0.8133291602134705, 0.6764732599258423, 0.7837462425231934, 0.6823182702064514, 0.8555099368095398, 0.8971784114837646, 0.7519837021827698, 0.7936142683029175, 0.8027154803276062, 0.7693964838981628, 0.7730897068977356, 0.8279746174812317, 0.838914692401886, 0.8636441826820374, 0.8083866238594055]	17	all	24
